0,1,2
on united airlines flying from denver to san francisco before 10 am what type of aircraft is used," ""O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O"""," ""flight"""
lowest fare from san francisco to los angeles," ""B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
what flights go from philadelphia to dallas with a stopover in atlanta," ""O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name"""," ""flight"""
show me the flights from baltimore to oakland," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what does code qw mean," ""O O O B-fare_basis_code O"""," ""abbreviation"""
are there any flights from new york to montreal canada leaving on thursday," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.country_name O O B-depart_date.day_name"""," ""flight"""
show me all flights from oakland to philadelphia on saturday which serve a meal," ""O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal"""," ""flight"""
list all flights from seattle on continental which depart after 430 pm," ""O O O O B-fromloc.city_name O B-airline_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
i 'd like the earliest flight information from boston to san francisco with a meal," ""O O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-meal"""," ""flight"""
what is the cheapest flight from pittsburgh to atlanta leaving on october fifth," ""O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
show me the flights from atlanta to washington dc on wednesday night and thursday morning," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
flights from milwaukee to orlando one way," ""O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip"""," ""flight"""
tell me about flights on american airlines from dallas to san francisco on june twenty ninth," ""O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number"""," ""flight"""
please show me the flights available from san francisco to pittsburgh on tuesday," ""O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
flight information from san francisco to pittsburgh," ""O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me all flights arriving at dallas," ""O O O O O O B-toloc.city_name"""," ""flight"""
show me flights from denver to washington dc on a wednesday," ""O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O B-depart_date.day_name"""," ""flight"""
what airlines fly between boston and atlanta," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
i would like to fly from boston to baltimore what time are the flights in the afternoon," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-flight_time O O O O O B-depart_time.period_of_day"""," ""flight"""
please explain fare code f," ""O O O O B-fare_basis_code"""," ""abbreviation"""
i would like to know flights on june fifteenth from long beach to columbus after 12 noon please," ""O O O O O O O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O"""," ""flight"""
list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia," ""O O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O O B-toloc.city_name"""," ""flight"""
what are the classes of service on lufthansa," ""O O O O O O O B-airline_name"""," ""flight"""
show me the flights from baltimore to boston," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
okay what i 'd like to do on this one is go from washington to atlanta i want a nonstop and i 'd like to leave around 5 pm," ""O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-flight_stop O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time"""," ""flight"""
give me flights from atlanta to baltimore," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me the flights from montreal to philly," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please list all flights from denver to philadelphia two saturdays from now," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O O"""," ""flight"""
does flight dl 323 dl 229 from boston to denver stop in philadelphia," ""O O B-airline_code B-flight_number B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name"""," ""flight"""
show me the flights from cincinnati," ""O O O O O B-fromloc.city_name"""," ""flight"""
yes what flights will be used on july seventh in the morning from atlanta to boston," ""O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
please give me the flights from denver to pittsburgh which leave in the morning on july second," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number"""," ""flight"""
show me all flights arriving to denver from baltimore oakland and boston," ""O O O O O O B-toloc.city_name O B-fromloc.city_name B-fromloc.city_name O B-fromloc.city_name"""," ""flight"""
do any of the san francisco to boston flights leave on friday," ""O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name"""," ""flight"""
now i need flights leaving denver in the afternoon on wednesday and arriving in san francisco," ""O O O O O B-fromloc.city_name O O B-depart_time.period_of_day O B-depart_date.day_name O O O B-toloc.city_name I-toloc.city_name"""," ""flight"""
i would like to go from atlanta to denver on tuesday," ""O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
does american airlines fly from philadelphia to dallas," ""O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
what flights depart from charlotte to newark that leave in the afternoon or leave in the evening," ""O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_time.period_of_day B-or O O O B-depart_time.period_of_day"""," ""flight"""
are there any flights available from baltimore to dallas monday afternoon," ""O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
what kind of ground transportation is available in denver," ""O O O O O O O O B-city_name"""," ""ground_service"""
fares and flights from baltimore to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
flights from westchester county to san francisco daily," ""O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-flight_days"""," ""flight"""
i need to find a flight from philadelphia to san francisco that has a stopover in dallas," ""O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O B-stoploc.city_name"""," ""flight"""
find me a flight from boston to san francisco with a layover in denver," ""O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name"""," ""flight"""
show me the flights from pittsburgh to dallas," ""O O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
show me flights from atlanta to washington dc on wednesday evening," ""O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
show flights from denver to san francisco," ""O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
what are the cities served by delta airlines," ""O O O O O O B-airline_name I-airline_name"""," ""city"""
what flights are there from atlanta to washington early on thursday mornings," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_mod O B-depart_date.day_name B-depart_time.period_of_day"""," ""flight"""
list all flights from pittsburgh to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
i 'd like a flight from st. petersburg to miami on that next thursday," ""O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.date_relative B-depart_date.day_name"""," ""flight"""
show me all flights from new york to miami leaving on a tuesday," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name"""," ""flight"""
i want to fly from atlanta to philadelphia nonstop," ""O O O O O B-fromloc.city_name O B-toloc.city_name B-flight_stop"""," ""flight"""
what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh," ""O O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number"""," ""aircraft"""
what flights from memphis to miami on wednesday," ""O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
flights on american from phoenix to chicago on wednesday," ""O O B-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
pittsburgh to atlanta please with a stopover in fort worth," ""B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name I-stoploc.city_name"""," ""flight"""
show me the round trip flights between phoenix and salt lake city," ""O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name"""," ""flight"""
does any airline have an early afternoon flight from boston to denver," ""O O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name"""," ""airline"""
list the fares of the delta airlines flights from boston to philadelphia," ""O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name"""," ""airfare"""
please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon," ""O O O O O O B-fromloc.city_name O O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time O O B-arrive_time.period_of_day"""," ""flight"""
need an inexpensive flight from baltimore to san francisco," ""O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""flight"""
i want a round trip fare from new york to san jose," ""O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name"""," ""airfare"""
what times does the late afternoon flight leave from washington for denver," ""O B-flight_time O O B-depart_time.period_of_day I-depart_time.period_of_day O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight_time"""
define airline ua," ""O O B-airline_code"""," ""abbreviation"""
flight on monday from philadelphia to oakland california early morning," ""O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name B-depart_time.period_of_day B-depart_time.period_of_day"""," ""flight"""
show me the flights from san francisco to pittsburgh on tuesday," ""O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name"""," ""flight"""
show me flights from denver to philadelphia," ""O O O O B-fromloc.city_name O B-toloc.city_name"""," ""flight"""
